Timestamp,RPS,Namespace,Category,Service,Pod,Node,CPU_Total(m),CPU_App(m),CPU_Sidecar(m),Memory_WorkingSet(Mi),Memory_RSS(Mi),Net_RX(KB/s),Net_TX(KB/s),Disk_Read(KB/s),Disk_Write(KB/s),System_Mem_BW,System_LLC_Metric,Istio_Enabled
2026-01-01 01:48:37,200,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,117,117,0,707,0,0.0,0.0,0,0,2.56,0.5267,True
2026-01-01 01:48:37,200,default,application,recommendation,recommendation-dc796fff6-rcfm7,minikube,78,27,50,49,0,9.53,7.18,0,0,2.56,0.5267,True
2026-01-01 01:48:37,200,istio-system,istio-control-plane,istiod,istiod-86c75775bb-mnps7,minikube,4,4,0,92,0,1.62,1.15,0,0,2.56,0.5267,True
2026-01-01 01:48:37,200,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,14,14,0,35,0,0.0,0.0,0,0,2.56,0.5267,True
2026-01-01 01:48:37,200,default,application,frontend,frontend-77778b9fbc-hgdjw,minikube,455,308,147,75,0,581.26,540.8,0,0,2.56,0.5267,True
2026-01-01 01:48:37,200,default,application,mongodb-rate,mongodb-rate-66bc4bd476-82c6t,minikube,13,6,7,214,0,0.09,0.11,0.0,3.12,2.56,0.5267,True
2026-01-01 01:48:37,200,default,application,consul,consul-5979bc48f6-655ln,minikube,25,19,6,76,0,0.09,0.1,0.0,0.0,2.56,0.5267,True
2026-01-01 01:48:37,200,default,application,reservation,reservation-fb5ffbb4c-qm6c5,minikube,4684,4535,149,103,0,8055.61,11306.69,0,0,2.56,0.5267,True
2026-01-01 01:48:37,200,default,application,memcached-rate,memcached-rate-94b7f984d-nl4rd,minikube,72,15,56,61,0,65.26,18552.43,0,0,2.56,0.5267,True
2026-01-01 01:48:37,200,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,1,1,0,26,0,28.5,132.6,0,0,2.56,0.5267,True
2026-01-01 01:48:37,200,default,application,geo,geo-d6bdc5f56-lbqjc,minikube,118,50,67,50,0,12.45,10.15,0,0,2.56,0.5267,True
2026-01-01 01:48:37,200,default,application,rate,rate-9f879b59d-vk89z,minikube,1930,1800,129,90,0,18191.04,7947.71,0,0,2.56,0.5267,True
2026-01-01 01:48:37,200,default,application,memcached-reserve,memcached-reserve-566499f6f4-qm6fx,minikube,611,524,86,311,0,11145.56,7571.26,0,0,2.56,0.5267,True
2026-01-01 01:48:37,200,default,application,jaeger,jaeger-77f6494d9b-x9gpw,minikube,15,9,5,117,0,2.2,0.04,0,0,2.56,0.5267,True
2026-01-01 01:48:37,200,default,application,mongodb-geo,mongodb-geo-7b5866c4c7-2h9wn,minikube,12,6,6,201,0,0.09,0.11,0.0,3.32,2.56,0.5267,True
2026-01-01 01:48:37,200,default,application,mongodb-recommendation,mongodb-recommendation-5cf5c9858f-5lvtb,minikube,12,6,6,201,0,0.09,0.12,0.0,2.32,2.56,0.5267,True
2026-01-01 01:48:37,200,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,26,26,0,80,0,0.0,0.0,0,0,2.56,0.5267,True
2026-01-01 01:48:37,200,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,5,5,0,28,0,0.0,0.0,0.0,0.0,2.56,0.5267,True
2026-01-01 01:48:37,200,kube-system,kubernetes-system,storage,storage-provisioner,minikube,2,2,0,13,0,0.0,0.0,0,0,2.56,0.5267,True
2026-01-01 01:48:37,200,default,application,user,user-5d74f8d5b7-8vqhl,minikube,10,2,8,48,0,0.54,0.27,0,0,2.56,0.5267,True
2026-01-01 01:48:37,200,istio-system,istio-control-plane,istio-ingressgateway,istio-ingressgateway-865c448856-2dvkq,minikube,6,0,6,36,0,0.26,0.24,0.0,0.0,2.56,0.5267,True
2026-01-01 01:48:37,200,default,application,profile,profile-6cc9c59678-48sbs,minikube,225,110,115,54,0,248.21,172.06,0,0,2.56,0.5267,True
2026-01-01 01:48:37,200,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,3,3,0,25,0,0.0,0.0,0,0,2.56,0.5267,True
2026-01-01 01:48:37,200,kube-system,kubernetes-system,etcd,etcd-minikube,minikube,47,47,0,259,0,0.0,0.0,0.0,26.48,2.56,0.5267,True
2026-01-01 01:48:37,200,default,application,mongodb-user,mongodb-user-84b885bc57-fq5tx,minikube,12,6,6,206,0,0.09,0.12,0.0,3.69,2.56,0.5267,True
2026-01-01 01:48:37,200,default,application,memcached-profile,memcached-profile-86dc8dcd8b-fxm94,minikube,31,11,20,46,0,9.92,223.98,0,0,2.56,0.5267,True
2026-01-01 01:48:37,200,default,application,mongodb-profile,mongodb-profile-544455fc6c-hx6fn,minikube,12,6,6,201,0,0.09,0.13,0.0,2.72,2.56,0.5267,True
2026-01-01 01:48:37,200,default,application,mongodb-reservation,mongodb-reservation-6bc6d64b49-pt5z9,minikube,99,92,6,228,0,1.11,12.61,0.0,6.78,2.56,0.5267,True
2026-01-01 01:48:37,200,default,application,search,search-6b9d7b698-k2dvt,minikube,705,595,110,62,0,7636.82,381.19,0,0,2.56,0.5267,True
2026-01-01 01:51:04,400,default,application,mongodb-user,mongodb-user-84b885bc57-fq5tx,minikube,11,6,5,203,0,0.08,0.12,0.0,1.24,5.89,0.5511,True
2026-01-01 01:51:04,400,default,application,mongodb-rate,mongodb-rate-66bc4bd476-82c6t,minikube,11,5,5,214,0,0.08,0.11,0.0,2.38,5.89,0.5511,True
2026-01-01 01:51:04,400,default,application,mongodb-recommendation,mongodb-recommendation-5cf5c9858f-5lvtb,minikube,11,5,5,198,0,0.08,0.11,0.0,2.0,5.89,0.5511,True
2026-01-01 01:51:04,400,default,application,rate,rate-9f879b59d-vk89z,minikube,3217,3021,195,80,0,37308.77,16235.97,0,0,5.89,0.5511,True
2026-01-01 01:51:04,400,default,application,reservation,reservation-fb5ffbb4c-qm6c5,minikube,7428,7227,201,99,0,23098.98,22853.94,0,0,5.89,0.5511,True
2026-01-01 01:51:04,400,default,application,memcached-reserve,memcached-reserve-566499f6f4-qm6fx,minikube,1117,978,139,311,0,22835.55,22339.83,0,0,5.89,0.5511,True
2026-01-01 01:51:04,400,default,application,jaeger,jaeger-77f6494d9b-x9gpw,minikube,10,5,4,132,0,4.24,0.04,0,0,5.89,0.5511,True
2026-01-01 01:51:04,400,istio-system,istio-control-plane,istio-ingressgateway,istio-ingressgateway-865c448856-2dvkq,minikube,5,0,5,34,0,0.25,0.24,0.0,0.0,5.89,0.5511,True
2026-01-01 01:51:04,400,kube-system,kubernetes-system,storage,storage-provisioner,minikube,2,2,0,13,0,0.0,0.0,0,0,5.89,0.5511,True
2026-01-01 01:51:04,400,default,application,mongodb-geo,mongodb-geo-7b5866c4c7-2h9wn,minikube,10,5,5,198,0,0.08,0.11,0.0,1.74,5.89,0.5511,True
2026-01-01 01:51:04,400,default,application,geo,geo-d6bdc5f56-lbqjc,minikube,173,77,95,48,0,20.72,16.33,0,0,5.89,0.5511,True
2026-01-01 01:51:04,400,default,application,consul,consul-5979bc48f6-655ln,minikube,23,18,5,74,0,0.1,0.12,0.0,0.0,5.89,0.5511,True
2026-01-01 01:51:04,400,default,application,memcached-rate,memcached-rate-94b7f984d-nl4rd,minikube,120,28,92,61,0,90.95,36625.23,0,0,5.89,0.5511,True
2026-01-01 01:51:04,400,istio-system,istio-control-plane,istiod,istiod-86c75775bb-mnps7,minikube,3,3,0,74,0,13.06,8.87,0,0,5.89,0.5511,True
2026-01-01 01:51:04,400,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,1,1,0,25,0,50.28,202.71,0,0,5.89,0.5511,True
2026-01-01 01:51:04,400,default,application,user,user-5d74f8d5b7-8vqhl,minikube,9,2,7,46,0,0.81,0.42,0,0,5.89,0.5511,True
2026-01-01 01:51:04,400,default,application,frontend,frontend-77778b9fbc-hgdjw,minikube,552,353,199,80,0,1036.76,999.96,0,0,5.89,0.5511,True
2026-01-01 01:51:04,400,default,application,recommendation,recommendation-dc796fff6-rcfm7,minikube,117,42,75,47,0,16.55,12.32,0,0,5.89,0.5511,True
2026-01-01 01:51:04,400,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,113,113,0,710,0,0.0,0.0,0,0,5.89,0.5511,True
2026-01-01 01:51:04,400,default,application,profile,profile-6cc9c59678-48sbs,minikube,312,151,160,56,0,364.2,257.17,0,0,5.89,0.5511,True
2026-01-01 01:51:04,400,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,12,12,0,35,0,0.0,0.0,0,0,5.89,0.5511,True
2026-01-01 01:51:04,400,default,application,search,search-6b9d7b698-k2dvt,minikube,967,812,154,60,0,15696.82,769.02,0,0,5.89,0.5511,True
2026-01-01 01:51:04,400,default,application,memcached-profile,memcached-profile-86dc8dcd8b-fxm94,minikube,44,14,30,43,0,18.9,325.22,0,0,5.89,0.5511,True
2026-01-01 01:51:04,400,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,22,22,0,80,0,0.0,0.0,0,0,5.89,0.5511,True
2026-01-01 01:51:04,400,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,4,4,0,28,0,0.0,0.0,0.0,0.0,5.89,0.5511,True
2026-01-01 01:51:04,400,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,3,3,0,25,0,0.0,0.0,0,0,5.89,0.5511,True
2026-01-01 01:51:04,400,default,application,mongodb-reservation,mongodb-reservation-6bc6d64b49-pt5z9,minikube,111,105,6,223,0,1.73,14.84,0.0,6.0,5.89,0.5511,True
